#time[sec] output_ch0
3.099999999999999966e-07 1.104032220076310578e-02 1.642247927363512106e-01
3.200000000000000067e-07 1.104032220076310578e-02 1.656048330114466005e-01
3.300000000000000168e-07 1.104032220076310578e-02 1.628447524612558206e-01
3.400000000000000270e-07 9.660281925667717554e-03 1.642247927363512106e-01
3.499999999999999842e-07 9.660281925667717554e-03 1.642247927363512106e-01
3.599999999999999943e-07 9.660281925667717554e-03 1.600846719110650407e-01
3.700000000000000044e-07 1.104032220076310578e-02 1.600846719110650407e-01
3.800000000000000146e-07 1.104032220076310578e-02 1.600846719110650407e-01
3.900000000000000247e-07 1.380040275095388395e-02 1.600846719110650407e-01
3.999999999999999819e-07 1.518044302604927044e-02 1.600846719110650407e-01
4.099999999999999920e-07 1.380040275095388395e-02 1.573245913608742608e-01
4.200000000000000022e-07 1.518044302604927044e-02 1.600846719110650407e-01
4.300000000000000123e-07 1.656048330114465866e-02 1.600846719110650407e-01
4.400000000000000224e-07 1.380040275095388395e-02 1.587046316359696507e-01
4.500000000000000326e-07 1.656048330114465866e-02 1.614647121861604306e-01
4.599999999999999898e-07 1.656048330114465866e-02 1.614647121861604306e-01
4.699999999999999999e-07 1.656048330114465866e-02 1.614647121861604306e-01
4.800000000000000630e-07 1.656048330114465866e-02 1.587046316359696507e-01
4.899999999999999672e-07 1.794052357624004862e-02 1.587046316359696507e-01
4.999999999999999774e-07 1.794052357624004862e-02 1.614647121861604306e-01
5.099999999999999875e-07 1.656048330114465866e-02 1.600846719110650407e-01
5.199999999999999976e-07 1.794052357624004862e-02 1.614647121861604306e-01
5.300000000000000078e-07 1.656048330114465866e-02 1.628447524612558206e-01
5.400000000000000179e-07 1.380040275095388395e-02 1.600846719110650407e-01
5.500000000000000281e-07 1.656048330114465866e-02 1.628447524612558206e-01
5.600000000000000382e-07 1.656048330114465866e-02 1.614647121861604306e-01
5.700000000000000483e-07 2.346068467662160151e-02 1.628447524612558206e-01
5.800000000000000585e-07 2.070060412643082506e-02 1.642247927363512106e-01
5.899999999999999627e-07 2.346068467662160151e-02 1.642247927363512106e-01
5.999999999999999728e-07 1.932056385133543511e-02 1.614647121861604306e-01
6.099999999999999830e-07 1.932056385133543511e-02 1.614647121861604306e-01
6.199999999999999931e-07 1.932056385133543511e-02 1.614647121861604306e-01
6.300000000000000033e-07 1.932056385133543511e-02 1.628447524612558206e-01
6.400000000000000134e-07 1.656048330114465866e-02 1.628447524612558206e-01
6.500000000000000235e-07 1.518044302604927044e-02 1.614647121861604306e-01
6.600000000000000337e-07 1.380040275095388395e-02 1.614647121861604306e-01
6.700000000000000438e-07 1.656048330114465866e-02 1.600846719110650407e-01
6.800000000000000539e-07 1.380040275095388395e-02 1.614647121861604306e-01
6.900000000000000641e-07 1.518044302604927044e-02 1.600846719110650407e-01
6.999999999999999683e-07 1.518044302604927044e-02 1.614647121861604306e-01
7.099999999999999785e-07 1.656048330114465866e-02 1.628447524612558206e-01
7.199999999999999886e-07 1.656048330114465866e-02 1.600846719110650407e-01
7.299999999999999987e-07 1.656048330114465866e-02 1.642247927363512106e-01
7.400000000000000089e-07 1.794052357624004862e-02 1.628447524612558206e-01
7.500000000000000190e-07 1.794052357624004862e-02 1.614647121861604306e-01
7.600000000000000291e-07 2.346068467662160151e-02 1.600846719110650407e-01
7.700000000000000393e-07 2.346068467662160151e-02 1.614647121861604306e-01
7.800000000000000494e-07 1.932056385133543511e-02 1.628447524612558206e-01
7.900000000000000595e-07 1.932056385133543511e-02 1.656048330114466005e-01
7.999999999999999638e-07 1.932056385133543511e-02 1.642247927363512106e-01
8.099999999999999739e-07 1.794052357624004862e-02 1.628447524612558206e-01
8.199999999999999841e-07 1.794052357624004862e-02 1.642247927363512106e-01
8.299999999999999942e-07 1.656048330114465866e-02 1.614647121861604306e-01
8.400000000000000043e-07 1.380040275095388395e-02 1.600846719110650407e-01
8.500000000000000145e-07 1.518044302604927044e-02 1.600846719110650407e-01
8.600000000000000246e-07 1.794052357624004862e-02 1.614647121861604306e-01
8.700000000000000347e-07 1.932056385133543511e-02 1.614647121861604306e-01
8.800000000000000449e-07 2.346068467662160151e-02 1.628447524612558206e-01
8.900000000000000550e-07 2.484072495171699146e-02 1.656048330114466005e-01
9.000000000000000652e-07 2.346068467662160151e-02 1.628447524612558206e-01
9.099999999999999694e-07 2.346068467662160151e-02 1.656048330114466005e-01
9.199999999999999795e-07 2.346068467662160151e-02 1.656048330114466005e-01
9.299999999999999897e-07 1.932056385133543511e-02 1.642247927363512106e-01
9.399999999999999998e-07 1.518044302604927044e-02 1.628447524612558206e-01
9.500000000000000100e-07 1.656048330114465866e-02 1.642247927363512106e-01
9.600000000000001260e-07 1.518044302604927044e-02 1.600846719110650407e-01
9.700000000000000302e-07 1.242036247585849573e-02 1.573245913608742608e-01
9.799999999999999345e-07 1.518044302604927044e-02 1.600846719110650407e-01
9.900000000000000505e-07 1.656048330114465866e-02 1.600846719110650407e-01
9.999999999999999547e-07 1.656048330114465866e-02 1.600846719110650407e-01
1.010000000000000071e-06 1.794052357624004862e-02 1.642247927363512106e-01
1.019999999999999975e-06 3.312096660228931733e-02 1.780251954873050824e-01
1.030000000000000091e-06 6.486189292948325857e-02 2.111461620895944136e-01
1.039999999999999995e-06 5.520161100381553582e-02 2.056260009892128537e-01
1.050000000000000111e-06 4.278124852795703315e-02 2.070060412643082437e-01
1.060000000000000016e-06 4.002116797776626017e-02 2.042459607141174638e-01
1.069999999999999920e-06 2.622076522681237795e-02 1.918255982382589819e-01
1.080000000000000036e-06 9.660281925667717554e-03 1.780251954873050824e-01
1.089999999999999940e-06 -9.660281925667717554e-03 1.628447524612558206e-01
1.100000000000000056e-06 -2.070060412643082506e-02 1.490443497103019488e-01
1.109999999999999960e-06 -2.484072495171699146e-02 1.421441483348249990e-01
1.120000000000000076e-06 -1.794052357624004862e-02 1.380040275095388291e-01
1.129999999999999981e-06 -6.900201375476941977e-03 1.435241886099203890e-01
1.140000000000000097e-06 5.520161100381552888e-03 1.531844705355880909e-01
1.150000000000000001e-06 1.104032220076310578e-02 1.545645108106834809e-01
1.160000000000000117e-06 -1.242036247585849573e-02 1.214435442083941635e-01
1.170000000000000021e-06 -5.520161100381552888e-03 1.242036247585849434e-01
1.179999999999999925e-06 6.900201375476941977e-03 1.297237858589665171e-01
1.190000000000000041e-06 1.242036247585849573e-02 1.324838664091572693e-01
1.199999999999999946e-06 1.794052357624004862e-02 1.421441483348249990e-01
1.210000000000000062e-06 3.174092632719393431e-02 1.531844705355880909e-01
1.219999999999999966e-06 4.002116797776626017e-02 1.600846719110650407e-01
1.230000000000000082e-06 5.382157072872014586e-02 1.752651149371143025e-01
1.239999999999999986e-06 5.244153045362475590e-02 1.807852760374958623e-01
1.250000000000000102e-06 4.692136935324320302e-02 1.835453565876866422e-01
1.260000000000000007e-06 3.726108742757548720e-02 1.794052357624004723e-01
1.270000000000000123e-06 3.312096660228931733e-02 1.738850746620189125e-01
1.280000000000000027e-06 1.932056385133543511e-02 1.642247927363512106e-01
1.289999999999999931e-06 1.242036247585849573e-02 1.628447524612558206e-01
1.300000000000000047e-06 6.900201375476941977e-03 1.600846719110650407e-01
1.309999999999999951e-06 6.900201375476941977e-03 1.573245913608742608e-01
1.320000000000000067e-06 9.660281925667717554e-03 1.545645108106834809e-01
1.329999999999999972e-06 1.656048330114465866e-02 1.600846719110650407e-01
1.340000000000000088e-06 1.794052357624004862e-02 1.642247927363512106e-01
1.349999999999999992e-06 1.932056385133543511e-02 1.669848732865419905e-01
1.360000000000000108e-06 2.346068467662160151e-02 1.669848732865419905e-01
1.370000000000000012e-06 2.346068467662160151e-02 1.669848732865419905e-01
1.380000000000000128e-06 2.484072495171699146e-02 1.669848732865419905e-01
1.390000000000000032e-06 2.622076522681237795e-02 1.697449538367327426e-01
1.399999999999999937e-06 1.794052357624004862e-02 1.669848732865419905e-01
1.410000000000000053e-06 1.932056385133543511e-02 1.656048330114466005e-01
1.419999999999999957e-06 1.656048330114465866e-02 1.628447524612558206e-01
1.430000000000000073e-06 1.518044302604927044e-02 1.614647121861604306e-01
1.439999999999999977e-06 2.760080550190776444e-03 1.518044302604927009e-01
1.450000000000000093e-06 -2.760080550190776791e-02 1.186834636582033836e-01
1.459999999999999997e-06 -2.484072495171699146e-02 1.159233831080126037e-01
1.470000000000000113e-06 -1.104032220076310578e-02 1.200635039332987736e-01
1.480000000000000018e-06 -2.760080550190776444e-03 1.242036247585849434e-01
1.490000000000000134e-06 1.518044302604927044e-02 1.380040275095388291e-01
1.500000000000000038e-06 3.036088605209854088e-02 1.531844705355880909e-01
1.509999999999999942e-06 5.106149017852936595e-02 1.683649135616373527e-01
1.520000000000000058e-06 6.072177210419708177e-02 1.807852760374958623e-01
1.529999999999999963e-06 6.486189292948325857e-02 1.904455579631635920e-01
1.540000000000000079e-06 7.176209430496019448e-02 2.028659204390221016e-01
1.549999999999999983e-06 8.694253733100945625e-02 2.318467662160252074e-01
1.560000000000000099e-06 6.624193320457863465e-02 2.180463634650713634e-01
1.570000000000000003e-06 4.416128880305242310e-02 2.083860815394036337e-01
1.580000000000000119e-06 2.760080550190776791e-02 1.959657190635451518e-01
1.590000000000000023e-06 4.140120825286164666e-03 1.780251954873050824e-01
1.599999999999999928e-06 -1.656048330114465866e-02 1.600846719110650407e-01
1.610000000000000044e-06 -2.208064440152621155e-02 1.531844705355880909e-01
1.619999999999999948e-06 -2.898084577700315093e-02 1.421441483348249990e-01
1.630000000000000064e-06 -2.208064440152621155e-02 1.407641080597296090e-01
1.639999999999999968e-06 -1.104032220076310578e-02 1.449042288850157789e-01
1.650000000000000084e-06 4.140120825286164666e-03 1.518044302604927009e-01
1.659999999999999988e-06 1.518044302604927044e-02 1.600846719110650407e-01
1.670000000000000104e-06 3.174092632719393431e-02 1.711249941118281326e-01
1.680000000000000009e-06 4.002116797776626017e-02 1.752651149371143025e-01
1.690000000000000125e-06 4.278124852795703315e-02 1.794052357624004723e-01
1.700000000000000029e-06 4.140120825286165013e-02 1.821653163125912522e-01
1.709999999999999933e-06 3.174092632719393431e-02 1.766451552122096924e-01
1.720000000000000049e-06 1.932056385133543511e-02 1.738850746620189125e-01
1.729999999999999953e-06 1.380040275095388395e-02 1.656048330114466005e-01
1.740000000000000069e-06 9.660281925667717554e-03 1.614647121861604306e-01
1.749999999999999974e-06 4.140120825286164666e-03 1.587046316359696507e-01
1.760000000000000090e-06 4.140120825286164666e-03 1.559445510857788708e-01
1.769999999999999994e-06 5.520161100381552888e-03 1.545645108106834809e-01
1.780000000000000110e-06 9.660281925667717554e-03 1.559445510857788708e-01
1.790000000000000014e-06 1.242036247585849573e-02 1.614647121861604306e-01
1.800000000000000130e-06 1.656048330114465866e-02 1.628447524612558206e-01
1.810000000000000035e-06 2.070060412643082506e-02 1.656048330114466005e-01
1.819999999999999939e-06 2.484072495171699146e-02 1.669848732865419905e-01
1.830000000000000055e-06 2.484072495171699146e-02 1.697449538367327426e-01
1.839999999999999959e-06 2.346068467662160151e-02 1.656048330114466005e-01
1.850000000000000075e-06 2.346068467662160151e-02 1.669848732865419905e-01
1.859999999999999979e-06 2.070060412643082506e-02 1.628447524612558206e-01
1.870000000000000095e-06 1.932056385133543511e-02 1.628447524612558206e-01
1.880000000000000000e-06 1.794052357624004862e-02 1.600846719110650407e-01
1.890000000000000116e-06 1.794052357624004862e-02 1.600846719110650407e-01
1.900000000000000020e-06 1.656048330114465866e-02 1.614647121861604306e-01
1.909999999999999924e-06 1.656048330114465866e-02 1.614647121861604306e-01
1.920000000000000252e-06 1.794052357624004862e-02 1.600846719110650407e-01
1.930000000000000156e-06 1.656048330114465866e-02 1.614647121861604306e-01
1.940000000000000060e-06 1.380040275095388395e-02 1.656048330114466005e-01
1.949999999999999965e-06 1.794052357624004862e-02 1.642247927363512106e-01
1.959999999999999869e-06 1.794052357624004862e-02 1.628447524612558206e-01
1.970000000000000197e-06 2.070060412643082506e-02 1.656048330114466005e-01
1.980000000000000101e-06 2.346068467662160151e-02 1.656048330114466005e-01
1.990000000000000005e-06 2.346068467662160151e-02 1.628447524612558206e-01
1.999999999999999909e-06 2.070060412643082506e-02 1.656048330114466005e-01
2.010000000000000237e-06 2.346068467662160151e-02 1.642247927363512106e-01
2.020000000000000142e-06 1.794052357624004862e-02 1.642247927363512106e-01
2.030000000000000046e-06 1.518044302604927044e-02 1.628447524612558206e-01
2.039999999999999950e-06 1.242036247585849573e-02 1.614647121861604306e-01
2.049999999999999854e-06 1.242036247585849573e-02 1.600846719110650407e-01
2.060000000000000182e-06 1.104032220076310578e-02 1.614647121861604306e-01
2.070000000000000086e-06 1.380040275095388395e-02 1.587046316359696507e-01
2.079999999999999991e-06 1.380040275095388395e-02 1.587046316359696507e-01
2.089999999999999895e-06 1.656048330114465866e-02 1.587046316359696507e-01
2.100000000000000223e-06 1.794052357624004862e-02 1.600846719110650407e-01
2.110000000000000127e-06 1.932056385133543511e-02 1.614647121861604306e-01
2.120000000000000031e-06 2.070060412643082506e-02 1.600846719110650407e-01
2.129999999999999935e-06 2.346068467662160151e-02 1.642247927363512106e-01
2.139999999999999840e-06 2.484072495171699146e-02 1.642247927363512106e-01
2.150000000000000167e-06 2.346068467662160151e-02 1.642247927363512106e-01
2.160000000000000072e-06 2.346068467662160151e-02 1.614647121861604306e-01
2.169999999999999976e-06 2.346068467662160151e-02 1.628447524612558206e-01
2.179999999999999880e-06 2.070060412643082506e-02 1.614647121861604306e-01
2.190000000000000208e-06 2.070060412643082506e-02 1.614647121861604306e-01
2.200000000000000112e-06 1.794052357624004862e-02 1.600846719110650407e-01
2.210000000000000016e-06 1.794052357624004862e-02 1.614647121861604306e-01
2.219999999999999921e-06 1.794052357624004862e-02 1.600846719110650407e-01
2.230000000000000248e-06 1.794052357624004862e-02 1.628447524612558206e-01
2.240000000000000153e-06 1.656048330114465866e-02 1.614647121861604306e-01
2.250000000000000057e-06 1.518044302604927044e-02 1.628447524612558206e-01
2.259999999999999961e-06 1.656048330114465866e-02 1.614647121861604306e-01
2.269999999999999866e-06 1.794052357624004862e-02 1.614647121861604306e-01
2.280000000000000193e-06 1.932056385133543511e-02 1.600846719110650407e-01
2.290000000000000098e-06 2.070060412643082506e-02 1.642247927363512106e-01
2.300000000000000002e-06 2.484072495171699146e-02 1.642247927363512106e-01
2.309999999999999906e-06 2.484072495171699146e-02 1.628447524612558206e-01
2.320000000000000234e-06 2.346068467662160151e-02 1.614647121861604306e-01
2.330000000000000138e-06 1.932056385133543511e-02 1.669848732865419905e-01
2.340000000000000042e-06 1.380040275095388395e-02 1.642247927363512106e-01
2.349999999999999947e-06 1.380040275095388395e-02 1.642247927363512106e-01
2.359999999999999851e-06 1.518044302604927044e-02 1.628447524612558206e-01
2.370000000000000179e-06 1.518044302604927044e-02 1.587046316359696507e-01
2.380000000000000083e-06 1.656048330114465866e-02 1.573245913608742608e-01
2.389999999999999987e-06 1.794052357624004862e-02 1.600846719110650407e-01
2.399999999999999891e-06 1.794052357624004862e-02 1.600846719110650407e-01
2.410000000000000219e-06 1.794052357624004862e-02 1.614647121861604306e-01
2.420000000000000123e-06 2.346068467662160151e-02 1.642247927363512106e-01
2.430000000000000028e-06 2.070060412643082506e-02 1.656048330114466005e-01
2.439999999999999932e-06 1.932056385133543511e-02 1.642247927363512106e-01
2.450000000000000260e-06 2.070060412643082506e-02 1.656048330114466005e-01
2.460000000000000164e-06 1.932056385133543511e-02 1.642247927363512106e-01
2.470000000000000068e-06 1.932056385133543511e-02 1.628447524612558206e-01
2.479999999999999972e-06 1.656048330114465866e-02 1.614647121861604306e-01
2.489999999999999877e-06 1.380040275095388395e-02 1.614647121861604306e-01
2.500000000000000205e-06 1.656048330114465866e-02 1.614647121861604306e-01
2.510000000000000109e-06 1.518044302604927044e-02 1.614647121861604306e-01
2.520000000000000013e-06 1.656048330114465866e-02 1.600846719110650407e-01
2.529999999999999917e-06 1.794052357624004862e-02 1.628447524612558206e-01
2.540000000000000245e-06 1.932056385133543511e-02 1.642247927363512106e-01
2.550000000000000149e-06 2.346068467662160151e-02 1.628447524612558206e-01
2.560000000000000054e-06 2.346068467662160151e-02 1.642247927363512106e-01
2.569999999999999958e-06 2.622076522681237795e-02 1.656048330114466005e-01
2.579999999999999862e-06 2.346068467662160151e-02 1.669848732865419905e-01
2.590000000000000190e-06 2.070060412643082506e-02 1.642247927363512106e-01
2.600000000000000094e-06 1.932056385133543511e-02 1.642247927363512106e-01
2.609999999999999998e-06 1.794052357624004862e-02 1.614647121861604306e-01
2.619999999999999903e-06 1.380040275095388395e-02 1.600846719110650407e-01
2.630000000000000230e-06 1.380040275095388395e-02 1.614647121861604306e-01
2.640000000000000135e-06 1.242036247585849573e-02 1.600846719110650407e-01
2.650000000000000039e-06 1.518044302604927044e-02 1.600846719110650407e-01
2.659999999999999943e-06 1.518044302604927044e-02 1.600846719110650407e-01
2.669999999999999847e-06 2.070060412643082506e-02 1.600846719110650407e-01
2.680000000000000175e-06 2.070060412643082506e-02 1.614647121861604306e-01
2.690000000000000079e-06 2.070060412643082506e-02 1.628447524612558206e-01
2.699999999999999984e-06 2.622076522681237795e-02 1.656048330114466005e-01
2.709999999999999888e-06 6.072177210419708177e-02 2.028659204390221016e-01
2.720000000000000216e-06 6.486189292948325857e-02 2.125262023646898035e-01
2.730000000000000120e-06 5.106149017852936595e-02 2.083860815394036337e-01
2.740000000000000024e-06 4.278124852795703315e-02 2.028659204390221016e-01
2.749999999999999928e-06 3.036088605209854088e-02 1.932056385133543719e-01
2.760000000000000256e-06 9.660281925667717554e-03 1.794052357624004723e-01
2.770000000000000161e-06 -4.140120825286164666e-03 1.669848732865419905e-01
2.780000000000000065e-06 -2.070060412643082506e-02 1.518044302604927009e-01
2.789999999999999969e-06 -2.484072495171699146e-02 1.421441483348249990e-01
2.799999999999999873e-06 -1.932056385133543511e-02 1.393840677846342191e-01
2.810000000000000201e-06 -9.660281925667717554e-03 1.421441483348249990e-01
2.820000000000000105e-06 1.380040275095388222e-03 1.504243899853973110e-01
2.830000000000000010e-06 9.660281925667717554e-03 1.573245913608742608e-01
2.839999999999999914e-06 -6.900201375476941977e-03 1.311038261340619071e-01
2.850000000000000242e-06 -1.242036247585849573e-02 1.200635039332987736e-01
2.860000000000000146e-06 5.520161100381552888e-03 1.311038261340619071e-01
2.870000000000000050e-06 6.900201375476941977e-03 1.338639066842526593e-01
2.879999999999999954e-06 1.380040275095388395e-02 1.393840677846342191e-01
2.889999999999999859e-06 2.898084577700315093e-02 1.518044302604927009e-01
2.900000000000000186e-06 4.002116797776626017e-02 1.559445510857788708e-01
2.910000000000000091e-06 5.244153045362475590e-02 1.669848732865419905e-01
2.919999999999999995e-06 5.520161100381553582e-02 1.794052357624004723e-01
2.929999999999999899e-06 5.106149017852936595e-02 1.849253968627820321e-01
2.940000000000000227e-06 4.002116797776626017e-02 1.807852760374958623e-01
2.950000000000000131e-06 3.312096660228931733e-02 1.766451552122096924e-01
2.960000000000000035e-06 2.484072495171699146e-02 1.656048330114466005e-01
2.969999999999999940e-06 1.380040275095388395e-02 1.628447524612558206e-01
2.980000000000000267e-06 8.280241650572329332e-03 1.587046316359696507e-01
2.990000000000000172e-06 6.900201375476941977e-03 1.559445510857788708e-01
3.000000000000000076e-06 8.280241650572329332e-03 1.545645108106834809e-01
3.009999999999999980e-06 1.518044302604927044e-02 1.587046316359696507e-01
3.019999999999999885e-06 1.656048330114465866e-02 1.614647121861604306e-01
3.030000000000000212e-06 1.656048330114465866e-02 1.656048330114466005e-01
3.040000000000000117e-06 1.932056385133543511e-02 1.683649135616373527e-01
3.050000000000000021e-06 1.932056385133543511e-02 1.697449538367327426e-01
3.059999999999999925e-06 2.070060412643082506e-02 1.656048330114466005e-01
3.070000000000000253e-06 2.346068467662160151e-02 1.669848732865419905e-01
3.080000000000000157e-06 1.932056385133543511e-02 1.669848732865419905e-01
3.090000000000000061e-06 1.794052357624004862e-02 1.669848732865419905e-01
3.099999999999999966e-06 1.656048330114465866e-02 1.642247927363512106e-01
3.109999999999999870e-06 1.932056385133543511e-02 1.614647121861604306e-01
3.120000000000000198e-06 1.932056385133543511e-02 1.642247927363512106e-01
3.130000000000000102e-06 1.656048330114465866e-02 1.656048330114466005e-01
3.140000000000000006e-06 2.760080550190776444e-03 1.504243899853973110e-01
3.149999999999999910e-06 -2.622076522681237795e-02 1.200635039332987736e-01
3.160000000000000238e-06 -2.070060412643082506e-02 1.186834636582033836e-01
3.170000000000000142e-06 -1.380040275095388395e-02 1.186834636582033836e-01
3.180000000000000047e-06 -5.520161100381552888e-03 1.255836650336803473e-01
3.189999999999999951e-06 1.380040275095388395e-02 1.407641080597296090e-01
3.199999999999999855e-06 3.036088605209854088e-02 1.531844705355880909e-01
3.210000000000000183e-06 4.830140962833859297e-02 1.628447524612558206e-01
3.220000000000000087e-06 6.072177210419708177e-02 1.794052357624004723e-01
3.229999999999999991e-06 6.210181237929247172e-02 1.918255982382589819e-01
3.239999999999999896e-06 6.900201375476941457e-02 2.042459607141174638e-01
3.250000000000000224e-06 8.694253733100945625e-02 2.290866856658344830e-01
3.260000000000000128e-06 6.900201375476941457e-02 2.194264037401667533e-01
3.270000000000000032e-06 4.968144990343398293e-02 2.125262023646898035e-01
3.279999999999999936e-06 3.036088605209854088e-02 2.001058398888313217e-01
3.290000000000000264e-06 6.900201375476941977e-03 1.807852760374958623e-01
3.300000000000000168e-06 -1.380040275095388395e-02 1.642247927363512106e-01
3.310000000000000073e-06 -2.208064440152621155e-02 1.518044302604927009e-01
3.319999999999999977e-06 -3.036088605209854088e-02 1.421441483348249990e-01
3.329999999999999881e-06 -2.622076522681237795e-02 1.380040275095388291e-01
3.340000000000000209e-06 -1.380040275095388395e-02 1.421441483348249990e-01
3.350000000000000113e-06 0.000000000000000000e+00 1.504243899853973110e-01
3.360000000000000017e-06 1.656048330114465866e-02 1.587046316359696507e-01
3.369999999999999922e-06 2.898084577700315093e-02 1.669848732865419905e-01
3.380000000000000249e-06 3.450100687738470728e-02 1.738850746620189125e-01
3.390000000000000154e-06 4.140120825286165013e-02 1.807852760374958623e-01
3.400000000000000058e-06 3.726108742757548720e-02 1.835453565876866422e-01
3.409999999999999962e-06 2.898084577700315093e-02 1.780251954873050824e-01
3.419999999999999866e-06 2.070060412643082506e-02 1.683649135616373527e-01
3.430000000000000194e-06 1.380040275095388395e-02 1.656048330114466005e-01
3.440000000000000098e-06 8.280241650572329332e-03 1.600846719110650407e-01
3.450000000000000003e-06 2.760080550190776444e-03 1.573245913608742608e-01
3.459999999999999907e-06 4.140120825286164666e-03 1.559445510857788708e-01
3.470000000000000235e-06 5.520161100381552888e-03 1.587046316359696507e-01
3.480000000000000139e-06 1.104032220076310578e-02 1.559445510857788708e-01
3.490000000000000043e-06 1.518044302604927044e-02 1.614647121861604306e-01
3.499999999999999947e-06 1.794052357624004862e-02 1.628447524612558206e-01
3.510000000000000275e-06 2.346068467662160151e-02 1.642247927363512106e-01
3.520000000000000180e-06 2.760080550190776791e-02 1.669848732865419905e-01
3.530000000000000084e-06 2.622076522681237795e-02 1.683649135616373527e-01
3.539999999999999988e-06 2.070060412643082506e-02 1.683649135616373527e-01
3.549999999999999892e-06 1.794052357624004862e-02 1.669848732865419905e-01
3.560000000000000220e-06 1.242036247585849573e-02 1.642247927363512106e-01
3.570000000000000124e-06 1.242036247585849573e-02 1.628447524612558206e-01
3.580000000000000029e-06 1.104032220076310578e-02 1.600846719110650407e-01
3.589999999999999933e-06 1.242036247585849573e-02 1.614647121861604306e-01
3.600000000000000261e-06 1.518044302604927044e-02 1.600846719110650407e-01
3.610000000000000165e-06 1.932056385133543511e-02 1.642247927363512106e-01
3.620000000000000069e-06 1.932056385133543511e-02 1.614647121861604306e-01
3.629999999999999973e-06 1.932056385133543511e-02 1.642247927363512106e-01
3.639999999999999878e-06 1.932056385133543511e-02 1.642247927363512106e-01
3.650000000000000205e-06 1.794052357624004862e-02 1.642247927363512106e-01
3.660000000000000110e-06 1.656048330114465866e-02 1.628447524612558206e-01
3.670000000000000014e-06 1.932056385133543511e-02 1.628447524612558206e-01
3.679999999999999918e-06 1.518044302604927044e-02 1.614647121861604306e-01
3.690000000000000246e-06 1.656048330114465866e-02 1.587046316359696507e-01
3.700000000000000150e-06 1.656048330114465866e-02 1.614647121861604306e-01
3.710000000000000054e-06 1.794052357624004862e-02 1.642247927363512106e-01
3.719999999999999959e-06 1.794052357624004862e-02 1.628447524612558206e-01
3.730000000000000286e-06 1.656048330114465866e-02 1.642247927363512106e-01
3.740000000000000191e-06 1.656048330114465866e-02 1.642247927363512106e-01
3.750000000000000095e-06 1.794052357624004862e-02 1.656048330114466005e-01
3.759999999999999999e-06 1.794052357624004862e-02 1.642247927363512106e-01
3.769999999999999904e-06 2.070060412643082506e-02 1.628447524612558206e-01
3.780000000000000231e-06 1.932056385133543511e-02 1.642247927363512106e-01
3.790000000000000136e-06 1.794052357624004862e-02 1.614647121861604306e-01
3.800000000000000040e-06 1.518044302604927044e-02 1.600846719110650407e-01
3.809999999999999944e-06 1.518044302604927044e-02 1.628447524612558206e-01
3.819999999999999848e-06 1.242036247585849573e-02 1.614647121861604306e-01
3.829999999999999753e-06 1.242036247585849573e-02 1.628447524612558206e-01
3.840000000000000504e-06 9.660281925667717554e-03 1.600846719110650407e-01
3.850000000000000408e-06 1.104032220076310578e-02 1.587046316359696507e-01
3.860000000000000312e-06 1.104032220076310578e-02 1.587046316359696507e-01
